,M
980,-1
981,1
982,-1
983,1
984,-1
985,0
986,1
987,-1
988,1
989,-1
990,0
991,0
992,1
993,-1
994,1
995,-1
996,0
997,1
998,-1
999,1
1000,0
1001,-1
1002,1
1003,-1
1004,1
1005,-1
1006,2
1007,-3
1008,2
1009,0
1010,-2
1011,3
1012,-3
1013,2
1014,0
1015,-1
1016,-618
1017,-621
1018,-623
1019,-616
1020,-614
1021,-598
1022,-586
1023,-563
1024,-539
1025,-509
1026,-472
1027,-433
1028,-386
1029,-337
1030,-281
1031,-224
1032,-159
1033,-93
1034,-23
1035,51
1036,128
1037,204
1038,292
1039,365
1040,459
1041,535
1042,623
1043,701
1044,782
1045,851
1046,925
1047,978
1048,1036
1049,1073
1050,1106
1051,1127
1052,1129
1053,1129
1054,1105
1055,1082
1056,1035
1057,987
1058,928
1059,858
1060,790
1061,711
1062,634
1063,558
1064,481
1065,408
1066,341
1067,273
1068,222
1069,161
1070,126
1071,75
1072,49
1073,13
1074,-15
1075,-39
1076,-67
1077,-93
1078,-125
1079,-157
1080,-200
1081,-245
1082,-301
1083,-367
1084,-439
1085,-524
1086,-618
1087,-721
1088,-833
1089,-955
1090,-1078
1091,-1215
1092,-1346
1093,-1487
1094,-1623
1095,-1758
1096,-1891
1097,-2012
1098,-2133
1099,-2237
1100,-2336
1101,-2416
1102,-2485
1103,-2537
1104,-2573
1105,-2590
1106,-2590
1107,-2566
1108,-2531
1109,-2465
1110,-2389
1111,-2284
1112,-2165
1113,-2026
1114,-1866
1115,-1692
1116,-1498
1117,-1294
1118,-1072
1119,-845
1120,-601
1121,-360
1122,-101
1123,147
1124,413
1125,661
1126,926
1127,1170
1128,1426
1129,1666
1130,1903
1131,2137
1132,2354
1133,2573
1134,2770
1135,2967
1136,3143
1137,3311
1138,3462
1139,3594
1140,3714
1141,3812
1142,3894
1143,3953
1144,3998
1145,4016
1146,4028
1147,4012
1148,3992
1149,3950
1150,3907
1151,3849
1152,3791
1153,3730
1154,3665
1155,3606
1156,3544
1157,3489
1158,3435
1159,3382
1160,3332
1161,3283
1162,3230
1163,3175
1164,3113
1165,3047
1166,2966
1167,2885
1168,2779
1169,2672
1170,2542
1171,2401
1172,2243
1173,2064
1174,1869
1175,1649
1176,1405
1177,1132
1178,831
1179,492
1180,119
1181,-297
1182,-756
1183,-1256
1184,-1804
1185,-2393
1186,-3021
1187,-3687
1188,-4376
1189,-5092
1190,-5809
1191,-6534
1192,-7235
1193,-7919
1194,-8554
1195,-9147
1196,-9668
1197,-10125
1198,-10494
1199,-10784
1200,-10976
1201,-11087
1202,-11099
1203,-11028
1204,-10875
1205,-10640
1206,-10338
1207,-9972
1208,-9541
1209,-9069
1210,-8539
1211,-7977
1212,-7367
1213,-6732
1214,-6051
1215,-5351
1216,-4608
1217,-3848
1218,-3055
1219,-2244
1220,-1414
1221,-573
1222,267
1223,1108
1224,1926
1225,2723
1226,3477
1227,4187
1228,4832
1229,5413
1230,5918
1231,6334
1232,6677
1233,6922
1234,7091
1235,7175
1236,7188
1237,7129
1238,7020
1239,6856
1240,6659
1241,6435
1242,6188
1243,5940
1244,5682
1245,5436
1246,5195
1247,4970
1248,4762
1249,4568
1250,4402
1251,4243
1252,4125
1253,4007
1254,3935
1255,3870
1256,3845
1257,3844
1258,3869
1259,3938
1260,4026
1261,4160
1262,4314
1263,4507
1264,4716
1265,4953
1266,5197
1267,5452
1268,5697
1269,5938
1270,6145
1271,6332
1272,6469
1273,6564
1274,6598
1275,6577
1276,6486
1277,6334
1278,6112
1279,5828
1280,5477
1281,5073
1282,4607
1283,4099
1284,3537
1285,2944
1286,2309
1287,1648
1288,959
1289,243
1290,-481
1291,-1233
1292,-1983
1293,-2750
1294,-3510
1295,-4277
1296,-5019
1297,-5765
1298,-6464
1299,-7152
1300,-7788
1301,-8383
1302,-8922
1303,-9399
1304,-9812
1305,-10152
1306,-10422
1307,-10614
1308,-10736
1309,-10786
1310,-10769
1311,-10695
1312,-10563
1313,-10388
1314,-10173
1315,-9929
1316,-9662
1317,-9378
1318,-9086
1319,-8786
1320,-8487
1321,-8181
1322,-7882
1323,-7573
1324,-7267
1325,-6951
1326,-6623
1327,-6287
1328,-5928
1329,-5550
1330,-5151
1331,-4724
1332,-4272
1333,-3797
1334,-3288
1335,-2765
1336,-2211
1337,-1643
1338,-1054
1339,-452
1340,165
1341,788
1342,1425
1343,2066
1344,2715
1345,3373
1346,4034
1347,4706
1348,5382
1349,6066
1350,6755
1351,7453
1352,8144
1353,8845
1354,9531
1355,10208
1356,10873
1357,11499
1358,12106
1359,12654
1360,13164
1361,13599
1362,13977
1363,14260
1364,14474
1365,14576
1366,14599
1367,14506
1368,14315
1369,14018
1370,13612
1371,13106
1372,12494
1373,11786
1374,10978
1375,10082
1376,9096
1377,8031
1378,6885
1379,5675
1380,4390
1381,3060
1382,1666
1383,247
1384,-1219
1385,-2693
1386,-4181
1387,-5664
1388,-7120
1389,-8551
1390,-9921
1391,-11229
1392,-12454
1393,-13576
1394,-14591
1395,-15479
1396,-16233
1397,-16846
1398,-17313
1399,-17631
1400,-17803
1401,-17836
1402,-17728
1403,-17500
1404,-17152
1405,-16703
1406,-16165
1407,-15545
1408,-14863
1409,-14125
1410,-13342
1411,-12523
1412,-11673
1413,-10795
1414,-9898
1415,-8973
1416,-8034
1417,-7066
1418,-6082
1419,-5075
1420,-4041
1421,-2999
1422,-1928
1423,-857
1424,230
1425,1311
1426,2390
1427,3446
1428,4486
1429,5489
1430,6458
1431,7381
1432,8256
1433,9080
1434,9851
1435,10572
1436,11242
1437,11863
1438,12443
1439,12983
1440,13485
1441,13957
1442,14394
1443,14803
1444,15182
1445,15523
1446,15833
1447,16092
1448,16309
1449,16466
1450,16560
1451,16587
1452,16534
1453,16403
1454,16184
1455,15883
1456,15490
1457,15014
1458,14459
1459,13817
1460,13111
1461,12332
1462,11491
1463,10601
1464,9648
1465,8660
1466,7618
1467,6541
1468,5421
1469,4260
1470,3067
1471,1823
1472,560
1473,-758
1474,-2086
1475,-3455
1476,-4829
1477,-6222
1478,-7597
1479,-8969
1480,-10294
1481,-11581
1482,-12797
1483,-13932
1484,-14976
1485,-15902
1486,-16717
1487,-17393
1488,-17941
1489,-18345
1490,-18617
1491,-18751
1492,-18759
1493,-18647
1494,-18426
1495,-18105
1496,-17703
1497,-17219
1498,-16679
1499,-16081
1500,-15438
1501,-14764
1502,-14050
1503,-13315
1504,-12554
1505,-11764
1506,-10966
1507,-10130
1508,-9289
1509,-8414
1510,-7537
1511,-6632
1512,-5725
1513,-4805
1514,-3892
1515,-2977
1516,-2079
1517,-1199
1518,-340
1519,476
1520,1271
1521,2008
1522,2718
1523,3369
1524,3985
1525,4551
1526,5079
1527,5564
1528,6020
1529,6437
1530,6831
1531,7197
1532,7542
1533,7863
1534,8167
1535,8444
1536,8703
1537,8930
1538,9138
1539,9303
1540,9446
1541,9535
1542,9600
1543,9606
1544,9583
1545,9502
1546,9387
1547,9226
1548,9026
1549,8792
1550,8526
1551,8230
1552,7913
1553,7578
1554,7223
1555,6864
1556,6492
1557,6112
1558,5736
1559,5348
1560,4965
1561,4582
1562,4192
1563,3815
1564,3427
1565,3056
1566,2678
1567,2319
1568,1959
1569,1623
1570,1292
1571,991
1572,699
1573,445
1574,205
1575,2
1576,-176
1577,-329
1578,-445
1579,-546
1580,-612
1581,-666
1582,-695
1583,-715
1584,-722
1585,-721
1586,-718
1587,-710
1588,-708
1589,-705
1590,-709
1591,-715
1592,-728
1593,-746
1594,-768
1595,-797
1596,-826
1597,-864
1598,-901
1599,-949
1600,-997
1601,-1052
1602,-1116
1603,-1188
1604,-1268
1605,-1365
1606,-1464
1607,-1588
1608,-1714
1609,-1863
1610,-2018
1611,-2189
1612,-2365
1613,-2557
1614,-2746
1615,-2947
1616,-3140
1617,-3339
1618,-3527
1619,-3715
1620,-3886
1621,-4050
1622,-4203
1623,-4334
1624,-4461
1625,-4560
1626,-4649
1627,-4718
1628,-4766
1629,-4799
1630,-4810
1631,-4799
1632,-4771
1633,-4717
1634,-4646
1635,-4551
1636,-4431
1637,-4300
1638,-4132
1639,-3964
1640,-3761
1641,-3554
1642,-3329
1643,-3092
1644,-2849
1645,-2603
1646,-2348
1647,-2104
1648,-1850
1649,-1617
1650,-1374
1651,-1158
1652,-933
1653,-734
1654,-531
1655,-349
1656,-164
1657,3
1658,175
1659,333
1660,495
1661,650
1662,805
1663,962
1664,1112
1665,1268
1666,1417
1667,1568
1668,1714
1669,1855
1670,1993
1671,2121
1672,2246
1673,2353
1674,2459
1675,2548
1676,2627
1677,2698
1678,2749
1679,2795
1680,2827
1681,2850
1682,2863
1683,2867
1684,2865
1685,2855
1686,2841
1687,2826
1688,2801
1689,2784
1690,2755
1691,2735
1692,2709
1693,2683
1694,2660
1695,2632
1696,2606
1697,2578
1698,2546
1699,2515
1700,2474
1701,2439
1702,2385
1703,2343
1704,2285
1705,2225
1706,2164
1707,2093
1708,2027
1709,1951
1710,1881
1711,1800
1712,1734
1713,1651
1714,1587
1715,1508
1716,1446
1717,1372
1718,1310
1719,1241
1720,1176
1721,1113
1722,1040
1723,977
1724,904
1725,830
1726,757
1727,675
1728,597
1729,513
1730,430
1731,344
1732,257
1733,173
1734,86
1735,5
1736,-82
1737,-158
1738,-240
1739,-318
1740,-391
1741,-466
1742,-537
1743,-605
1744,-673
1745,-740
1746,-795
1747,-861
1748,-911
1749,-963
1750,-1012
1751,-1053
1752,-1096
1753,-1132
1754,-1169
1755,-1205
1756,-1241
1757,-1285
1758,-1324
1759,-1383
1760,-1436
1761,-1509
1762,-1584
1763,-1674
1764,-1765
1765,-1873
1766,-1972
1767,-2086
1768,-2186
1769,-2287
1770,-2374
1771,-2447
1772,-2504
1773,-2540
1774,-2553
1775,-2543
1776,-2511
1777,-2454
1778,-2383
1779,-2293
1780,-2189
1781,-2081
1782,-1967
1783,-1852
1784,-1750
1785,-1643
1786,-1557
1787,-1475
1788,-1406
1789,-1349
1790,-1296
1791,-1253
1792,-1212
1793,-1170
1794,-1132
1795,-1085
1796,-1040
1797,-988
1798,-934
1799,-885
1800,-833
1801,-794
1802,-760
1803,-745
1804,-746
1805,-768
1806,-809
1807,-873
1808,-950
1809,-1050
1810,-1147
1811,-1260
1812,-1353
1813,-1447
1814,-1506
1815,-1550
1816,-1548
1817,-1515
1818,-1438
1819,-1319
1820,-1163
1821,-969
1822,-750
1823,-504
1824,-253
1825,11
1826,261
1827,504
1828,728
1829,923
1830,1101
1831,1241
1832,1367
1833,1467
1834,1552
1835,1632
1836,1708
1837,1789
1838,1886
1839,1995
1840,2124
1841,2278
1842,2444
1843,2630
1844,2824
1845,3019
1846,3212
1847,3384
1848,3539
1849,3658
1850,3741
1851,3781
1852,3777
1853,3727
1854,3637
1855,3508
1856,3347
1857,3167
1858,2967
1859,2768
1860,2568
1861,2382
1862,2215
1863,2066
1864,1948
1865,1851
1866,1779
1867,1734
1868,1696
1869,1681
1870,1666
1871,1654
1872,1637
1873,1616
1874,1577
1875,1537
1876,1474
1877,1406
1878,1328
1879,1239
1880,1156
1881,1059
1882,980
1883,888
1884,818
1885,740
1886,676
1887,608
1888,544
1889,475
1890,402
1891,318
1892,221
1893,115
1894,-13
1895,-149
1896,-302
1897,-467
1898,-637
1899,-816
1900,-995
1901,-1170
1902,-1341
1903,-1504
1904,-1654
1905,-1797
1906,-1925
1907,-2048
1908,-2158
1909,-2268
1910,-2373
1911,-2479
1912,-2591
1913,-2700
1914,-2825
1915,-2944
1916,-3076
1917,-3200
1918,-3325
1919,-3440
1920,-3539
1921,-3623
1922,-3675
1923,-3707
1924,-3695
1925,-3657
1926,-3578
1927,-3462
1928,-3323
1929,-3138
1930,-2950
1931,-2726
1932,-2506
1933,-2272
1934,-2048
1935,-1830
1936,-1627
1937,-1444
1938,-1277
1939,-1140
1940,-1016
1941,-918
1942,-834
1943,-765
1944,-708
1945,-654
1946,-604
1947,-552
1948,-498
1949,-438
1950,-372
1951,-299
1952,-222
1953,-140
1954,-57
1955,25
1956,107
1957,180
1958,252
1959,314
1960,369
1961,421
1962,461
1963,505
1964,541
1965,583
1966,627
1967,676
1968,737
1969,806
1970,887
1971,980
1972,1082
1973,1197
1974,1319
1975,1446
1976,1575
1977,1703
1978,1827
1979,1941
1980,2044
1981,2133
1982,2201
1983,2256
1984,2284
1985,2295
1986,2283
1987,2254
1988,2202
1989,2142
1990,2059
1991,1974
1992,1877
1993,1778
1994,1679
1995,1579
1996,1487
1997,1400
1998,1322
1999,1255
2000,1194
2001,1147
2002,1107
2003,1075
2004,1049
2005,1028
2006,1007
2007,990
2008,963
2009,937
2010,901
2011,859
2012,806
2013,743
2014,667
2015,589
2016,492
2017,397
2018,288
2019,180
2020,65
2021,-46
2022,-162
2023,-269
2024,-378
2025,-481
2026,-576
2027,-671
2028,-757
2029,-837
2030,-917
2031,-984
2032,-1055
2033,-1114
2034,-1174
2035,-1225
2036,-1271
2037,-1312
2038,-1341
2039,-1368
2040,-1377
2041,-1383
2042,-1372
2043,-1351
2044,-1319
2045,-1270
2046,-1218
2047,-1145
2048,-1074
2049,-987
2050,-902
2051,-810
2052,-718
2053,-631
2054,-540
2055,-465
2056,-384
2057,-323
2058,-257
2059,-212
2060,-158
2061,-128
2062,-87
2063,-64
2064,-31
2065,-11
2066,20
2067,44
2068,75
2069,107
2070,142
2071,182
2072,226
2073,272
2074,324
2075,374
2076,430
2077,488
2078,539
2079,602
2080,650
2081,706
2082,754
2083,797
2084,836
2085,871
2086,892
2087,914
2088,916
2089,921
2090,906
2091,889
2092,857
2093,822
2094,773
2095,728
2096,665
2097,615
2098,548
2099,497
2100,437
2101,390
2102,340
2103,304
2104,265
2105,239
2106,211
2107,189
2108,163
2109,139
2110,105
2111,68
2112,18
2113,-43
2114,-117
2115,-207
2116,-303
2117,-426
2118,-539
2119,-682
2120,-808
2121,-951
2122,-1077
2123,-1204
2124,-1308
2125,-1406
2126,-1474
2127,-1526
2128,-1553
2129,-1552
2130,-1535
2131,-1488
2132,-1430
2133,-1351
2134,-1263
2135,-1168
2136,-1069
2137,-973
2138,-882
2139,-799
2140,-725
2141,-668
2142,-618
2143,-585
2144,-563
2145,-547
2146,-543
2147,-542
2148,-541
2149,-545
2150,-540
2151,-535
2152,-522
2153,-502
2154,-477
2155,-443
2156,-407
2157,-364
2158,-322
2159,-276
2160,-235
2161,-193
2162,-157
2163,-123
2164,-97
2165,-70
2166,-51
2167,-29
2168,-9
2169,14
2170,41
2171,75
2172,113
2173,166
2174,220
2175,293
2176,365
2177,453
2178,537
2179,636
2180,723
2181,822
2182,902
2183,987
2184,1055
2185,1115
2186,1164
2187,1197
2188,1222
2189,1232
2190,1232
2191,1228
2192,1211
2193,1199
2194,1178
2195,1163
2196,1149
2197,1138
2198,1138
2199,1138
2200,1149
2201,1159
2202,1180
2203,1194
2204,1220
2205,1230
2206,1249
2207,1251
2208,1250
2209,1240
2210,1214
2211,1182
2212,1136
2213,1075
2214,1014
2215,928
2216,851
2217,751
2218,660
2219,556
2220,455
2221,351
2222,248
2223,148
2224,47
2225,-49
2226,-144
2227,-235
2228,-322
2229,-411
2230,-487
2231,-571
2232,-641
2233,-713
2234,-780
2235,-840
2236,-896
2237,-949
2238,-991
2239,-1034
2240,-1067
2241,-1100
2242,-1122
2243,-1148
2244,-1163
2245,-1185
2246,-1198
2247,-1212
2248,-1230
2249,-1238
2250,-1258
2251,-1263
2252,-1279
2253,-1281
2254,-1286
2255,-1282
2256,-1271
2257,-1253
2258,-1223
2259,-1184
2260,-1135
2261,-1074
2262,-1004
2263,-922
2264,-837
2265,-741
2266,-646
2267,-544
2268,-449
2269,-348
2270,-261
2271,-166
2272,-92
2273,-10
2274,57
2275,123
2276,188
2277,245
2278,310
2279,368
2280,438
2281,502
2282,582
2283,653
2284,743
2285,819
2286,910
2287,986
2288,1064
2289,1131
2290,1182
2291,1227
2292,1242
2293,1251
2294,1229
2295,1192
2296,1133
2297,1058
2298,966
2299,865
2300,753
2301,640
2302,525
2303,420
2304,318
2305,231
2306,156
2307,97
2308,53
2309,25
2310,8
2311,4
2312,8
2313,15
2314,27
2315,36
2316,43
2317,44
2318,38
2319,25
2320,7
2321,-24
2322,-47
2323,-86
2324,-112
2325,-144
2326,-166
2327,-183
2328,-190
2329,-187
2330,-176
2331,-156
2332,-124
2333,-99
2334,-53
2335,-27
2336,8
2337,34
2338,43
2339,50
2340,36
2341,12
2342,-31
2343,-81
2344,-153
2345,-225
2346,-310
2347,-400
2348,-486
2349,-575
2350,-654
2351,-731
2352,-794
2353,-848
2354,-891
2355,-920
2356,-941
2357,-950
2358,-950
2359,-945
2360,-931
2361,-917
2362,-897
2363,-876
2364,-857
2365,-830
2366,-812
2367,-782
2368,-759
2369,-725
2370,-694
2371,-651
2372,-608
2373,-555
2374,-496
2375,-433
2376,-357
2377,-288
2378,-202
2379,-123
2380,-39
2381,45
2382,123
2383,199
2384,272
2385,332
2386,393
2387,438
2388,481
2389,513
2390,533
2391,556
2392,559
2393,564
2394,564
2395,550
2396,546
2397,527
2398,514
2399,500
2400,484
2401,475
2402,467
2403,465
2404,475
2405,483
2406,514
2407,544
2408,592
2409,649
2410,713
2411,790
2412,873
2413,960
2414,1050
2415,1135
2416,1215
2417,1289
2418,1343
2419,1384
2420,1403
2421,1398
2422,1370
2423,1317
2424,1237
2425,1138
2426,1016
2427,881
2428,731
2429,579
2430,421
2431,273
2432,131
2433,7
2434,-103
2435,-186
2436,-252
2437,-290
2438,-306
2439,-304
2440,-278
2441,-244
2442,-194
2443,-145
2444,-87
2445,-38
2446,8
2447,41
2448,63
2449,72
2450,65
2451,47
2452,13
2453,-28
2454,-80
2455,-137
2456,-195
2457,-258
2458,-312
2459,-370
2460,-417
2461,-462
2462,-498
2463,-531
2464,-555
2465,-577
2466,-598
2467,-611
2468,-631
2469,-640
2470,-662
2471,-670
2472,-691
2473,-700
2474,-715
2475,-721
2476,-725
2477,-723
2478,-711
2479,-698
2480,-669
2481,-638
2482,-602
2483,-555
2484,-518
2485,-470
2486,-437
2487,-411
2488,-393
2489,-406
2490,-421
2491,-477
2492,-548
2493,-647
2494,-777
2495,-920
2496,-1095
2497,-1275
2498,-1470
2499,-1666
2500,-1853
2501,-2029
2502,-2181
2503,-2302
2504,-2383
2505,-2424
2506,-2405
2507,-2348
2508,-2222
2509,-2056
2510,-1830
2511,-1566
2512,-1261
2513,-928
2514,-576
2515,-213
2516,145
2517,492
2518,819
2519,1112
2520,1371
2521,1580
2522,1751
2523,1868
2524,1940
2525,1972
2526,1955
2527,1917
2528,1842
2529,1752
2530,1650
2531,1543
2532,1438
2533,1344
2534,1256
2535,1191
2536,1141
2537,1106
2538,1097
2539,1095
2540,1113
2541,1141
2542,1171
2543,1213
2544,1246
2545,1285
2546,1310
2547,1333
2548,1342
2549,1344
2550,1331
2551,1310
2552,1272
2553,1234
2554,1173
2555,1120
2556,1050
2557,981
2558,912
2559,841
2560,779
2561,722
2562,676
2563,639
2564,626
2565,618
2566,642
2567,671
2568,728
2569,796
2570,877
2571,971
2572,1062
2573,1159
2574,1237
2575,1311
2576,1352
2577,1374
2578,1356
2579,1309
2580,1218
